hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,total_stay_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,70,2017,August,12,9,1,6,7,1,0,0,1,BB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,433,0,0,Transient-Party,70.56,0,2,Check-Out,2016-06-15
Resort Hotel,1,1,2016,November,37,1,2,1,3,2,0,0,2,BB,PRT,Offline TA/TO,Direct,0,0,0,E,E,0,No Deposit,402,0,0,Transient,23.9,0,0,Canceled,2016-06-15
City Hotel,1,49,2017,February,37,10,0,3,3,2,0,0,2,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,0,Transient,189.57,0,0,Canceled,2016-06-15
Resort Hotel,0,7,2017,July,4,12,3,5,8,2,0,0,2,BB,IRL,Direct,TA/TO,0,0,0,B,B,0,No Deposit,252,0,0,Transient-Party,88.25,0,0,Check-Out,2016-06-15
Resort Hotel,1,64,2017,August,30,24,2,2,4,2,0,0,2,BB,FRA,Online TA,TA/TO,1,0,0,B,B,0,Non Refund,2,22,0,Transient,100.07,0,0,Canceled,2016-06-15
City Hotel,0,54,2016,April,38,2,0,4,4,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,258,0,0,Transient,176.29,0,2,Check-Out,2016-06-15
Resort Hotel,1,58,2016,July,42,15,0,5,5,2,0,0,2,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,456,0,0,Transient-Party,124.75,0,1,Canceled,2016-06-15
City Hotel,0,4,2016,August,38,24,2,2,4,1,0,0,1,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,63,22,0,Transient,120.45,0,0,Check-Out,2016-06-15
Resort Hotel,0,44,2017,October,27,20,1,1,2,1,0,0,1,BB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,220,0,0,Transient,123.43,0,0,Check-Out,2016-06-15
Resort Hotel,0,141,2017,June,22,16,0,5,5,2,0,0,2,Undefined,BRA,Online TA,GDS,0,0,0,A,A,0,No Deposit,130,0,0,Transient,105.28,0,1,Check-Out,2016-06-15
City Hotel,0,46,2015,September,1,2,0,2,2,1,0,0,1,HB,FRA,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,129,22,0,Transient-Party,73.29,1,2,Check-Out,2016-06-15
Resort Hotel,1,125,2016,May,48,13,0,1,1,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,D,D,1,No Deposit,92,0,0,Transient,126.42,0,0,Canceled,2016-06-15
Resort Hotel,0,46,2016,April,43,18,3,2,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,1,F,F,2,No Deposit,149,22,0,Transient,64.34,0,0,Check-Out,2016-06-15
City Hotel,0,55,2017,March,38,22,1,1,2,2,0,0,2,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,406,0,0,Transient,119.0,0,1,Check-Out,2016-06-15
Resort Hotel,0,82,2015,May,20,19,1,5,6,1,0,0,1,HB,IRL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,74,0,0,Transient,118.99,0,0,Check-Out,2016-06-15
City Hotel,1,300,2016,January,18,11,3,1,4,2,0,0,2,BB,PRT,Groups,TA/TO,0,1,0,C,C,0,No Deposit,464,22,0,Transient,80.54,0,0,Canceled,2016-06-15
Resort Hotel,0,11,2016,April,6,14,1,2,3,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,443,22,0,Transient,47.62,0,0,Check-Out,2016-06-15
City Hotel,1,3,2016,August,49,26,1,4,5,3,1,0,4,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,126,0,0,Transient,76.4,0,1,Canceled,2016-06-15
City Hotel,0,93,2017,August,12,3,4,4,8,2,0,1,3,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,364,22,0,Transient,93.22,0,0,Check-Out,2016-06-15
City Hotel,0,297,2016,February,17,9,0,5,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,1,0,A,G,0,Refundable,147,0,0,Transient,81.74,0,0,Check-Out,2016-06-15
City Hotel,1,457,2015,April,22,5,4,2,6,2,0,0,2,HB,NLD,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,22,22,0,Transient,141.06,0,0,Canceled,2016-06-15
City Hotel,0,66,2015,July,18,14,0,7,7,2,0,0,2,BB,FRA,Offline TA/TO,Direct,0,0,0,E,E,0,No Deposit,453,22,0,Transient,163.54,0,0,Check-Out,2016-06-15
City Hotel,1,63,2016,May,10,7,1,2,3,1,0,0,1,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,22,22,0,Transient,74.27,0,0,Canceled,2016-06-15
Resort Hotel,0,103,2016,June,24,12,0,4,4,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,22,0,Transient,139.38,0,0,Check-Out,2016-06-15
City Hotel,0,81,2016,August,20,21,3,2,5,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,467,22,0,Transient,116.01,0,1,Check-Out,2016-06-15
City Hotel,1,100,2016,January,12,18,1,6,7,2,0,0,2,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,84,0,0,Transient,135.71,0,0,Canceled,2016-06-15
City Hotel,1,207,2015,April,4,11,0,3,3,3,0,0,3,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,131,0,0,Transient,96.64,0,0,Canceled,2016-06-15
City Hotel,0,137,2017,March,42,27,0,1,1,3,0,0,3,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,441,0,0,Transient,90.17,0,0,Check-Out,2016-06-15
City Hotel,1,68,2017,February,5,24,1,1,2,2,0,0,2,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,466,22,0,Transient,90.03,0,0,Canceled,2016-06-15
Resort Hotel,0,61,2017,November,26,9,1,5,6,2,0,0,2,HB,PRT,Groups,Direct,0,0,0,G,G,0,No Deposit,206,0,0,Transient-Party,54.16,0,0,Check-Out,2016-06-15
Resort Hotel,0,102,2017,May,36,11,1,4,5,2,0,0,2,BB,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,485,22,0,Transient-Party,39.55,0,1,Check-Out,2016-06-15
City Hotel,1,60,2016,July,16,18,2,2,4,2,0,0,2,BB,ESP,Corporate,TA/TO,0,0,0,F,F,0,No Deposit,271,0,0,Transient,104.04,0,0,Canceled,2016-06-15
City Hotel,0,61,2016,August,5,2,2,2,4,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,21,0,0,Transient,115.58,0,0,Check-Out,2016-06-15
City Hotel,0,1,2017,January,26,20,1,5,6,2,1,0,3,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,293,0,0,Transient,98.72,0,1,Check-Out,2016-06-15
City Hotel,1,19,2015,April,19,13,1,1,2,1,0,0,1,HB,GBR,Direct,TA/TO,0,0,0,A,A,0,Non Refund,17,22,0,Transient,92.98,0,0,Canceled,2016-06-15
City Hotel,0,67,2016,October,6,15,0,1,1,2,0,1,3,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,359,22,0,Transient,105.92,0,1,Check-Out,2016-06-15
City Hotel,0,172,2015,October,24,8,3,3,6,3,1,0,4,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,281,22,0,Transient,141.33,1,0,Check-Out,2016-06-15
Resort Hotel,0,32,2016,May,31,5,0,1,1,2,0,0,2,HB,PRT,Online TA,Corporate,0,1,0,A,A,0,No Deposit,331,0,0,Transient,152.81,0,1,Check-Out,2016-06-15
Resort Hotel,0,73,2016,May,31,5,0,2,2,2,0,0,2,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,171,0,0,Transient-Party,154.3,0,1,Check-Out,2016-06-15
City Hotel,0,42,2016,September,7,7,1,2,3,1,0,0,1,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,50,0,0,Transient,102.98,0,1,Check-Out,2016-06-15
City Hotel,0,11,2015,April,10,12,2,4,6,2,2,0,4,SC,FRA,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,271,0,0,Transient,117.64,0,1,Check-Out,2016-06-15
Resort Hotel,0,317,2017,February,39,20,1,1,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,323,0,0,Transient,81.43,0,1,Check-Out,2016-06-15
City Hotel,1,192,2015,April,22,12,2,1,3,2,0,0,2,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,286,0,0,Transient,111.97,0,0,Canceled,2016-06-15
City Hotel,0,8,2017,May,14,9,0,1,1,2,0,0,2,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,461,0,0,Transient,135.59,0,0,Check-Out,2016-06-15
City Hotel,0,127,2016,January,28,4,1,2,3,2,0,0,2,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,441,0,0,Transient-Party,97.21,0,1,Check-Out,2016-06-15
City Hotel,0,42,2016,June,42,8,0,1,1,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,263,0,0,Transient,93.85,0,1,Check-Out,2016-06-15
City Hotel,1,526,2016,September,52,19,2,1,3,2,0,0,2,SC,NLD,Online TA,Direct,0,0,0,D,D,0,No Deposit,78,22,0,Transient,164.37,0,1,Canceled,2016-06-15
Resort Hotel,0,36,2015,July,22,22,1,2,3,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,0,A,A,3,Non Refund,357,0,0,Transient-Party,81.11,0,1,Check-Out,2016-06-15
City Hotel,0,27,2016,February,32,1,1,1,2,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,113,0,0,Transient,114.82,1,0,Check-Out,2016-06-15
City Hotel,0,83,2016,June,11,23,0,1,1,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,G,1,No Deposit,307,22,0,Transient,120.85,0,1,Check-Out,2016-06-15
Resort Hotel,0,180,2017,August,14,11,1,3,4,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,274,0,0,Transient-Party,120.82,0,1,Check-Out,2016-06-15
City Hotel,1,21,2017,January,31,23,0,6,6,2,0,0,2,Undefined,NLD,Offline TA/TO,Direct,0,0,0,A,G,0,Non Refund,212,22,0,Transient,110.72,0,1,Canceled,2016-06-15
City Hotel,1,123,2015,January,44,13,0,3,3,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,80,22,0,Transient,153.66,1,2,Canceled,2016-06-15
City Hotel,1,6,2016,May,4,18,0,4,4,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,1,A,A,0,No Deposit,457,0,0,Transient,111.44,0,0,Canceled,2016-06-15
City Hotel,1,251,2016,March,45,21,0,7,7,2,0,0,2,SC,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,310,0,0,Transient-Party,73.21,0,2,Canceled,2016-06-15
Resort Hotel,0,8,2015,November,22,20,0,1,1,3,0,0,3,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,176,22,0,Transient,108.76,0,1,Check-Out,2016-06-15
City Hotel,1,245,2016,July,29,10,0,2,2,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,0,C,C,0,No Deposit,351,22,0,Transient,84.88,0,0,Canceled,2016-06-15
City Hotel,0,67,2017,April,35,13,0,3,3,2,0,0,2,SC,ESP,Direct,TA/TO,0,0,0,D,D,0,No Deposit,153,0,0,Transient-Party,135.33,0,1,Check-Out,2016-06-15
City Hotel,1,59,2016,August,13,25,1,2,3,2,0,0,2,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,77,0,0,Transient,112.84,0,1,Canceled,2016-06-15
Resort Hotel,0,362,2017,May,20,12,1,3,4,2,0,0,2,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,210,22,0,Transient,114.01,1,0,Check-Out,2016-06-15
City Hotel,0,464,2016,March,19,13,2,3,5,1,0,0,1,FB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,450,22,0,Transient,135.35,0,0,Check-Out,2016-06-15
City Hotel,0,105,2017,April,15,2,1,4,5,2,0,0,2,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,402,0,0,Transient,139.01,0,0,Check-Out,2016-06-15
Resort Hotel,0,13,2016,August,51,3,0,4,4,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,F,F,0,No Deposit,287,0,0,Transient,62.88,0,0,Check-Out,2016-06-15
Resort Hotel,1,70,2017,January,26,17,2,1,3,2,0,0,2,HB,NLD,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,276,0,0,Transient-Party,78.07,0,3,Canceled,2016-06-15
City Hotel,1,75,2017,April,20,26,0,1,1,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,349,0,0,Transient,162.83,0,0,Canceled,2016-06-15
City Hotel,1,72,2015,March,36,21,2,1,3,3,0,0,3,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,442,22,0,Transient,94.08,0,1,Canceled,2016-06-15
Resort Hotel,0,84,2016,March,6,19,0,2,2,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,287,22,0,Transient,106.48,0,0,Check-Out,2016-06-15
City Hotel,1,1,2017,August,15,12,1,3,4,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,141,0,0,Transient,102.09,0,0,Canceled,2016-06-15
City Hotel,0,124,2017,September,4,16,1,2,3,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,467,22,0,Transient-Party,110.77,1,1,Check-Out,2016-06-15
City Hotel,1,124,2016,August,6,20,3,6,9,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,74,22,0,Transient,100.17,0,1,Canceled,2016-06-15
Resort Hotel,0,12,2016,August,2,20,0,1,1,2,0,0,2,SC,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,438,0,0,Transient,136.18,0,1,Check-Out,2016-06-15
City Hotel,0,84,2016,November,36,22,2,1,3,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,255,0,0,Transient,74.08,0,0,Check-Out,2016-06-15
Resort Hotel,1,84,2016,January,50,10,1,5,6,1,0,0,1,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,236,22,0,Transient,62.26,0,1,Canceled,2016-06-15
City Hotel,1,114,2016,March,15,23,4,3,7,2,0,0,2,BB,ESP,Online TA,Direct,1,0,0,A,A,0,No Deposit,344,0,0,Transient,112.53,0,0,Canceled,2016-06-15
Resort Hotel,1,8,2016,June,12,23,1,2,3,3,0,0,3,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,404,22,0,Transient,123.04,0,2,Canceled,2016-06-15
Resort Hotel,1,98,2016,May,40,15,1,3,4,2,0,0,2,BB,IRL,Online TA,Direct,0,0,0,A,A,0,No Deposit,406,22,0,Transient-Party,83.11,0,1,Canceled,2016-06-15
City Hotel,0,32,2017,June,44,27,2,2,4,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,347,0,0,Transient-Party,63.08,0,1,Check-Out,2016-06-15
Resort Hotel,1,70,2017,March,41,8,2,4,6,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,104.98,0,0,Canceled,2016-06-15
City Hotel,0,148,2015,March,7,19,1,2,3,2,2,0,4,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,375,0,0,Transient-Party,91.45,0,0,Check-Out,2016-06-15
Resort Hotel,0,122,2017,July,22,5,1,1,2,2,0,0,2,BB,PRT,Corporate,TA/TO,0,0,0,B,B,0,No Deposit,371,0,0,Transient,83.21,0,0,Check-Out,2016-06-15
City Hotel,0,12,2016,November,8,12,1,1,2,2,0,0,2,HB,NLD,Direct,TA/TO,0,0,1,D,D,0,Non Refund,124,0,0,Transient,96.5,0,1,Check-Out,2016-06-15
City Hotel,0,89,2016,May,52,10,1,4,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,F,F,2,Non Refund,361,0,0,Transient,92.66,0,1,Check-Out,2016-06-15
Resort Hotel,1,347,2017,January,42,22,2,2,4,2,0,0,2,HB,NLD,Online TA,Corporate,0,0,0,A,A,3,No Deposit,316,22,0,Transient,145.74,0,0,Canceled,2016-06-15
Resort Hotel,0,17,2016,August,11,14,0,4,4,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,381,22,0,Transient,122.72,0,0,Check-Out,2016-06-15
City Hotel,0,191,2015,April,2,28,0,3,3,2,0,0,2,BB,FRA,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,286,0,0,Transient,153.19,0,0,Check-Out,2016-06-15
City Hotel,0,121,2015,April,30,22,2,2,4,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,356,22,0,Transient,68.23,0,2,Check-Out,2016-06-15
City Hotel,1,148,2016,May,4,12,1,1,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,364,22,0,Transient-Party,99.3,0,0,Canceled,2016-06-15
City Hotel,0,33,2017,August,25,24,0,4,4,2,0,0,2,BB,PRT,Offline TA/TO,Direct,0,0,0,D,D,0,No Deposit,472,0,0,Transient,133.39,0,2,Check-Out,2016-06-15
City Hotel,1,33,2017,September,21,13,1,3,4,2,0,0,2,BB,FRA,Direct,TA/TO,0,0,0,G,G,0,No Deposit,227,0,0,Transient,173.91,0,0,Canceled,2016-06-15
Resort Hotel,0,236,2017,July,25,21,2,2,4,2,1,0,3,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3,22,0,Transient,102.98,0,3,Check-Out,2016-06-15
City Hotel,1,44,2017,May,9,21,0,2,2,2,0,0,2,HB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,344,22,0,Transient,108.61,0,0,Canceled,2016-06-15
City Hotel,1,6,2017,May,8,17,1,3,4,2,0,0,2,BB,ITA,Online TA,TA/TO,0,2,0,A,A,1,No Deposit,368,0,0,Transient,126.09,0,0,Canceled,2016-06-15
City Hotel,1,91,2017,February,5,1,2,1,3,2,0,0,2,SC,PRT,Online TA,TA/TO,1,0,0,A,A,1,No Deposit,89,0,0,Transient,104.16,0,0,Canceled,2016-06-15
City Hotel,0,13,2015,November,46,22,1,3,4,2,0,0,2,HB,NLD,Direct,TA/TO,0,0,0,A,A,0,No Deposit,259,22,0,Transient,52.32,0,3,Check-Out,2016-06-15
Resort Hotel,1,159,2017,August,28,10,1,3,4,2,0,0,2,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,276,22,0,Transient-Party,98.46,0,0,Canceled,2016-06-15
City Hotel,0,102,2016,January,2,26,0,1,1,2,0,0,2,BB,GBR,Groups,TA/TO,0,0,0,A,B,0,Non Refund,281,0,0,Transient,47.67,0,1,Check-Out,2016-06-15
City Hotel,0,207,2017,August,21,5,2,4,6,1,0,0,1,HB,NLD,Direct,TA/TO,0,0,0,A,A,0,No Deposit,293,22,0,Transient,74.13,0,0,Check-Out,2016-06-15
City Hotel,1,153,2015,June,49,11,2,4,6,2,0,0,2,HB,ESP,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,273,0,0,Transient,137.98,0,0,Canceled,2016-06-15
City Hotel,1,11,2017,December,8,10,1,2,3,1,0,0,1,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,432,22,0,Transient,102.52,0,2,Canceled,2016-06-15
Resort Hotel,1,47,2017,September,34,6,0,1,1,2,0,0,2,BB,NLD,Online TA,GDS,0,0,0,A,A,0,No Deposit,283,22,0,Transient,102.32,0,0,Canceled,2016-06-15
Resort Hotel,0,148,2017,March,23,15,1,3,4,2,0,0,2,HB,NLD,Offline TA/TO,Direct,0,0,0,E,E,1,No Deposit,409,0,0,Transient,93.37,0,1,Check-Out,2016-06-15
City Hotel,0,54,2017,August,15,9,1,1,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,32,22,0,Transient,42.97,0,0,Check-Out,2016-06-15
City Hotel,0,358,2016,June,27,8,2,5,7,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,68,22,0,Transient,120.68,0,1,Check-Out,2016-06-15
Resort Hotel,0,133,2016,March,2,23,0,2,2,1,0,0,1,HB,PRT,Corporate,Direct,0,0,0,D,D,0,No Deposit,65,0,0,Transient,135.37,0,1,Check-Out,2016-06-15
Resort Hotel,1,1,2016,August,28,23,0,5,5,2,0,0,2,BB,FRA,Groups,TA/TO,0,0,1,A,A,0,No Deposit,448,0,30,Transient,105.17,0,1,Canceled,2016-06-15
Resort Hotel,0,212,2015,July,11,6,0,3,3,2,0,0,2,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,25,22,0,Transient,91.21,0,1,Check-Out,2016-06-15
Resort Hotel,0,10,2016,January,46,6,1,2,3,2,0,0,2,SC,FRA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,146,22,0,Transient,114.66,0,0,Check-Out,2016-06-15
City Hotel,0,15,2016,August,21,17,0,2,2,2,0,0,2,BB,PRT,Corporate,TA/TO,0,1,0,D,D,0,No Deposit,297,0,0,Transient,162.79,1,0,Check-Out,2016-06-15
City Hotel,0,132,2016,August,42,12,3,2,5,3,0,0,3,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,Non Refund,169,0,0,Transient,107.67,0,0,Check-Out,2016-06-15
City Hotel,0,200,2017,March,32,7,0,4,4,3,0,0,3,BB,NLD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,360,22,0,Transient,59.8,1,1,Check-Out,2016-06-15
City Hotel,0,76,2017,May,32,5,1,5,6,2,0,0,2,HB,BRA,Direct,TA/TO,0,0,3,A,A,0,No Deposit,205,22,0,Transient-Party,128.31,0,0,Check-Out,2016-06-15
Resort Hotel,0,34,2015,July,7,16,1,3,4,2,0,0,2,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,130,22,0,Transient,14.07,0,0,Check-Out,2016-06-15
Resort Hotel,0,43,2015,March,22,23,1,2,3,2,0,0,2,BB,GBR,Direct,TA/TO,0,0,0,C,C,0,No Deposit,261,0,0,Transient,107.76,0,0,Check-Out,2016-06-15
City Hotel,0,41,2016,October,14,6,2,2,4,1,0,0,1,BB,NLD,Direct,TA/TO,0,0,0,G,G,0,No Deposit,282,22,0,Contract,49.98,0,0,Check-Out,2016-06-15
City Hotel,1,39,2016,January,13,8,1,1,2,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,30,0,0,Transient,81.7,0,0,Canceled,2016-06-15
City Hotel,0,27,2015,February,21,3,0,1,1,2,0,0,2,BB,GBR,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,25,0,0,Transient,143.85,0,0,Check-Out,2016-06-15
Resort Hotel,0,93,2016,February,22,8,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,316,0,0,Transient-Party,73.27,0,0,Check-Out,2016-06-15
City Hotel,0,230,2016,July,34,7,2,1,3,2,0,0,2,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,53,22,0,Transient,79.38,0,0,Check-Out,2016-06-15
City Hotel,1,36,2016,August,10,17,4,5,9,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,243,22,0,Transient,96.6,0,0,Canceled,2016-06-15
City Hotel,0,20,2016,June,1,19,0,1,1,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,88,22,0,Transient-Party,148.58,0,0,Check-Out,2016-06-15
City Hotel,1,182,2016,April,1,26,2,3,5,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,1,A,B,0,No Deposit,158,0,0,Transient,114.32,0,2,Canceled,2016-06-15
City Hotel,1,135,2017,September,24,20,1,2,3,2,0,0,2,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,51,22,0,Transient-Party,108.8,0,2,Canceled,2016-06-15
Resort Hotel,1,267,2017,February,3,14,1,4,5,2,0,0,2,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,66,22,0,Transient,79.42,0,0,Canceled,2016-06-15
Resort Hotel,1,18,2016,April,31,25,3,3,6,2,0,0,2,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,36.58,0,0,Canceled,2016-06-15
Resort Hotel,1,15,2015,January,43,28,0,4,4,2,0,0,2,BB,PRT,Online TA,Direct,0,0,0,A,A,0,Non Refund,315,0,0,Transient,146.49,0,1,Canceled,2016-06-15
Resort Hotel,0,77,2016,January,51,6,2,2,4,2,0,0,2,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,176,0,0,Transient,97.59,0,0,Check-Out,2016-06-15
City Hotel,0,95,2015,May,41,7,1,4,5,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,300,22,0,Transient,74.51,0,2,Check-Out,2016-06-15
City Hotel,0,65,2016,March,13,5,1,1,2,2,0,0,2,SC,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,305,22,0,Transient,72.79,0,0,Check-Out,2016-06-15
City Hotel,0,91,2015,April,4,19,1,2,3,2,1,0,3,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,487,22,0,Transient-Party,93.85,0,0,Check-Out,2016-06-15
Resort Hotel,0,19,2016,September,52,21,2,7,9,2,0,0,2,BB,PRT,Offline TA/TO,Direct,0,0,0,B,B,0,No Deposit,415,22,0,Transient,137.27,0,0,Check-Out,2016-06-15
City Hotel,1,65,2016,March,23,28,0,6,6,2,0,0,2,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,0,0,Transient,86.3,0,0,Canceled,2016-06-15
City Hotel,0,107,2017,September,6,7,1,1,2,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,29,0,0,Transient,92.24,0,1,Check-Out,2016-06-15
City Hotel,1,56,2015,August,34,9,2,3,5,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,388,22,0,Transient-Party,116.99,0,0,Canceled,2016-06-15
City Hotel,1,113,2016,May,41,12,0,2,2,2,2,0,4,BB,NLD,Corporate,Corporate,0,0,0,D,D,1,No Deposit,14,22,0,Transient,66.96,0,1,Canceled,2016-06-15
City Hotel,0,60,2015,July,18,25,0,3,3,2,0,0,2,BB,GBR,Direct,TA/TO,1,0,0,C,C,0,No Deposit,272,0,0,Transient,66.86,0,1,Check-Out,2016-06-15
City Hotel,1,40,2015,June,36,15,1,3,4,2,0,0,2,BB,DEU,Groups,Direct,0,0,0,A,A,0,No Deposit,406,0,0,Transient-Party,51.68,0,1,Canceled,2016-06-15
